Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Arpit Jain,TSGN Royal Lions,,Right-arm medium,RHB,3,0.420,1.487,0.840,2.747
Shibin,Frankfurt Spartans Cricket Club,Wicket-keeper batter,Right-arm fast,RHB,4,0.200,1.704,0.840,2.744
Imran Ahmed,AMU Sultans,,Right-arm fast,RHB,2,0.000,2.689,0.000,2.689
Baharul,SV Tigers am Main,Top-order batter,Right-arm fast,LHB,2,0.000,2.686,0.000,2.686
Sumit Revankar,TGS Rising Challengers,,Right-arm medium,RHB,2,1.212,1.431,0.000,2.643
OG_Adepa,TSV Darmstadt United,Wicket-keeper batter,Right-arm Leg Break,RHB,3,1.325,0.000,1.288,2.613
Satish Kumar,MSC Black Bears,,,RHB,2,1.335,0.000,1.260,2.595
Siddharth Sharma,MSC Black Bears,All-Rounder,Right-arm fast,RHB,2,1.845,0.000,0.700,2.545
Indrajeet Rajput,TSGN Royal Lions,,,RHB,2,0.700,0.000,1.820,2.520
Sunil Patil,MSC Black Bears,Wicket-keeper batter,Right-arm medium,RHB,3,0.401,0.000,2.100,2.501
Haseeb Khan,AMU Sultans,,Right-arm medium,RHB,3,2.214,0.000,0.280,2.494
Saad Ahmad,AMU Sultans,,Right-arm fast,RHB,4,1.600,-0.202,1.064,2.462
Ambarish Vadher,TSGN Royal Lions,,Right-arm Off Break,RHB,2,2.454,0.000,0.000,2.454
Krunal Raval,Darebulls,All-Rounder,Right-arm medium,RHB,3,0.600,1.553,0.280,2.433
Vishvajeet Tandale,Sulzbach XI,All-Rounder,Right-arm medium,RHB,3,2.361,0.039,0.000,2.400
Prasanna Kumar Reddy N,TSV Darmstadt United,None,Right-arm medium,RHB,2,0.700,0.000,1.680,2.380
Bharath Mukunda,BlueWings,All-Rounder,Right-arm medium,RHB,3,0.300,0.112,1.960,2.372
Varun C,SG Malchen,All-Rounder,Right-arm medium,RHB,2,2.400,-0.058,0.000,2.342
Chandan Kumar pradhan,FalconsXI,All-Rounder,Right-arm medium,RHB,2,0.000,2.332,0.000,2.332
Jomon,Mainz Cricket Club,,Right-arm fast,RHB,3,2.031,0.117,0.130,2.278
Ramesh Raveendran,Mainz Cricket Club,,Right-arm fast,RHB,3,0.300,0.000,1.960,2.260
Yogesh Jagtap,MSC Black Bears,All-Rounder,Right-arm medium,RHB,2,2.252,0.000,0.000,2.252
Nikhil Narottam,TGS Rising Challengers,,Right-arm medium,RHB,3,0.600,0.232,1.400,2.232
Abdul Waseh Khawaja,Tgs Indian Challengers,,Right-arm fast,RHB,3,0.100,2.126,0.000,2.226
Suhas Rao,SG Malchen,All-Rounder,Right-arm medium,RHB,2,0.212,1.552,0.280,2.044
Syed Mostain Ahmed,SV Tigers am Main,Top-order batter,Right-arm Off Break,RHB,2,2.027,0.000,0.000,2.027
Girish Manmode,Trebur Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,3,0.900,0.000,1.120,2.020
Samuel Ajay Dasgupta,Royal Strikers FFM,All-Rounder,Right-arm Off Break,RHB,2,0.000,1.445,0.560,2.005
Akhil Bhadran,Karlsruhe Knights,All-Rounder,Right-arm medium,RHB,2,1.500,0.000,0.430,1.930
TANMAY GORAD,TSV Darmstadt United,All-Rounder,Left-arm medium,LHB,1,0.206,1.361,0.280,1.847
Pradeep,Royal Strikers FFM,,Right-arm fast,RHB,4,1.818,0.000,0.000,1.818
CricHeroes deleted user,Mighty Titans,,,,2,1.619,0.199,0.000,1.818
Vinod Iyer,TGS Rising Challengers,All-Rounder,Slow left-arm chinaman,LHB,3,0.200,1.583,0.000,1.783
Selvakumar Selvaraj,Freizeit CC,,,RHB,2,1.500,0.000,0.280,1.780
Kaushik keni,Mighty Titans,,,RHB,1,0.600,0.000,1.120,1.720
Roshan,Sulzbach XI,All-Rounder,Right-arm medium,RHB,2,0.100,1.331,0.280,1.711
Manik Roy,SG Malchen,,Right-arm fast,RHB,2,0.000,1.711,0.000,1.711
Muhammad,Wetzlar Sixers,,Right-arm medium,RHB,2,1.000,0.000,0.700,1.700
Suriya Prakash,Tgs Indian Challengers,Wicket-keeper batter,Right-arm medium,RHB,2,0.400,0.000,1.288,1.688
Narender Yaduvanshi,Frankfurt Spartans Cricket Club,Top-order batter,Right-arm medium,RHB,3,1.523,0.136,0.000,1.659
Dayakar Reddy Bayyam,TSV Frankfurt Garuda,,Right-arm medium,RHB,3,0.700,-0.024,0.980,1.656
Madhusudan Gowda,SG Malchen,,,RHB,2,1.200,0.000,0.430,1.630
Waleed,FalconsXI,Middle-order batter,Right-arm medium,RHB,1,1.400,0.000,0.224,1.624
Virender Singh Sahu,Mighty Titans,,Right-arm medium,RHB,2,0.000,1.607,0.000,1.607
Kailash Kant Swarnkar,MSC Achievers 11,,Right-arm fast,RHB,3,0.200,1.381,0.000,1.581
Gowthamraj,Royal Strikers FFM,None,Right-arm medium,RHB,1,0.200,1.336,0.000,1.536
Shubham Thakur,Darebulls,,Right-arm medium,RHB,2,0.000,1.251,0.280,1.531
Vamsi sreevuru,FCC Friends XI,,Right-arm fast,RHB,2,0.000,1.518,0.000,1.518
Abdul Waseh Khawaja,Tgs Indian Challengers,All-Rounder,Right-arm fast,RHB,1,0.000,1.504,0.000,1.504
Shubham Bhatt,TSGN Royal Warriors,All-Rounder,Right-arm medium,RHB,3,0.000,1.373,0.130,1.503
Zeeshan Alam,AMU Sultans,,Right-arm fast,RHB,1,0.000,1.492,0.000,1.492
Jitendra Balwada,RCB,,Right-arm medium,RHB,3,0.000,1.208,0.280,1.488
Muhammad Faisal,SVS Frankfurt Eagles,,Right-arm medium,RHB,3,1.206,0.000,0.280,1.486
Praveen Shukla,FCC Friends XI,Top-order batter,Right-arm Leg Break,RHB,3,0.700,0.000,0.784,1.484
Chaitanya Nekkalapudi,TSV Frankfurt Garuda,,,RHB,3,0.500,0.000,0.980,1.480
Smruti ranjan panda,Hawk Hunters,,,RHB,3,0.900,0.000,0.560,1.460
Hannan,AMU Sultans,,,RHB,2,0.100,1.350,0.000,1.450
Hari Bandi,FCC Friends XI,,Right-arm medium,RHB,2,0.000,1.448,0.000,1.448
Sarathi Kumar,MSC Achievers 11,,Right-arm medium,RHB,1,0.100,1.346,0.000,1.446
sumanth Pulluru,TSV Darmstadt United,All-Rounder,Right-arm medium,RHB,3,1.200,-0.053,0.280,1.427
Mayank Panchal,TSGN Royal Lions,All-Rounder,Left-arm medium,LHB,3,1.003,0.134,0.280,1.417
chandra bhushan,MSC Achievers 11,,,RHB,2,1.400,0.000,0.000,1.400
Manoharan Thambi,Freizeit CC,,Right-arm medium,RHB,1,1.100,0.000,0.280,1.380
Shama Sundar,SG Malchen,,Right-arm fast,RHB,2,0.800,0.000,0.560,1.360
Praveen V,Darebulls,,,RHB,2,0.800,0.000,0.560,1.360
Abhilash,TSV Darmstadt XI,All-Rounder,Right-arm fast,RHB,1,0.000,1.342,0.000,1.342
Gowtham Thotapalli,FCC Friends XI,,,,2,0.000,1.045,0.280,1.325
Hemant Patil,TSGN Royal Warriors,All-Rounder,Right-arm medium,RHB,2,0.200,0.000,1.120,1.320
Vinay Gaurdians Whatsapp,RCB,,,RHB,2,1.318,0.000,0.000,1.318
IKRAM KHAN,Wetzlar Sixers,,Right-arm Off Break,RHB,5,0.900,-0.043,0.448,1.305
Sudharsan Srinivasan,Freizeit CC,All-Rounder,Right-arm Off Break,RHB,2,1.300,0.000,0.000,1.300
Mani,TSV Darmstadt XI,,Right-arm medium,RHB,3,1.011,0.000,0.280,1.291
Kuldeep Choudhary,TSGN Royal Lions,All-Rounder,Right-arm medium,RHB,2,1.278,0.000,0.000,1.278
Arun Lawrence ,Mainz Cricket Club,,,RHB,3,1.219,0.000,0.000,1.219
Priyank,Mighty Titans,,Right-arm medium,RHB,3,0.000,0.915,0.280,1.195
Adi Cricket,Karlsruhe Knights,,,RHB,2,0.606,0.000,0.560,1.166
FIROZ KHAN,TGS Rising Challengers,,Right-arm Off Break,RHB,3,1.151,0.000,0.000,1.151
Rizwan Khan,SVS Frankfurt Eagles,,Right-arm medium,,3,0.000,1.127,0.000,1.127
Milind Dange,Hanau Pioneers,,,,1,0.000,0.000,1.120,1.120
Vivek Patel,Hawk Hunters,,Right-arm fast,RHB,2,1.100,0.000,0.000,1.100
Arun James,Mainz Cricket Club,,,RHB,2,0.800,0.000,0.280,1.080
Shantanu Dutta,FCC Friends XI,,Right-arm medium,,1,0.000,1.077,0.000,1.077
Guru Gadiwaddar,Trebur Cricket Club,All-Rounder,Right-arm medium,RHB,1,0.000,-0.077,1.120,1.043
Rahul Cricket Germany,RCB,,,RHB,2,0.700,0.000,0.280,0.980
Aravindan Kumar,TGS Rising Challengers,,Right-arm fast,RHB,3,0.400,-0.114,0.690,0.976
Akarsh H,Frankfurt Spartans Cricket Club,None,Right-arm fast,RHB,2,0.400,0.000,0.560,0.960
Dantas,Mainz Cricket Club,,Right-arm fast,RHB,3,0.824,0.000,0.130,0.954
Diljit Singh Kajal,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.100,0.000,0.840,0.940
Arun Balasubramanian,FCC Friends XI,None,Right-arm medium,RHB,2,0.300,0.000,0.634,0.934
Jithu Paul,Karlsruhe Knights,,Right-arm medium,RHB,1,0.700,0.000,0.224,0.924
Ankit Tomar,MSC Achievers 11,,,RHB,2,0.600,0.000,0.280,0.880
Mahendra Silveri,TBG Neulussheim,,Right-arm medium,RHB,1,0.856,0.000,0.000,0.856
Akhil Thomas,SVS Frankfurt Eagles,All-Rounder,Right-arm fast,RHB,1,0.719,0.103,0.000,0.822
Manish Nassa,TSGN Royal Lions,,Right-arm fast,RHB,2,0.800,0.000,0.000,0.800
Ajay SB,MSC Achievers 11,All-Rounder,Right-arm Off Break,RHB,1,0.500,0.000,0.280,0.780
Srinivas Akkineni,SPVGG Dragons,Middle-order batter,Right-arm medium,RHB,2,0.400,0.000,0.374,0.774
Imran Khan,Wetzlar Sixers,All-Rounder,Right-arm fast,RHB,2,0.800,-0.026,0.000,0.774
Abhishek Kasana,Hanau Pioneers,,,RHB,2,0.755,0.000,0.000,0.755
Vivek Purohit,Hawk Hunters,,Right-arm medium,RHB,2,0.500,-0.042,0.280,0.738
Sukumar Mohan,Sulzbach XI,,,RHB,1,0.716,0.000,0.000,0.716
MD DELUAR ZAHAN SOBUJ,SV Tigers am Main,All-Rounder,Right-arm Leg Break,RHB,2,0.700,0.000,0.000,0.700
Jibin M John,SVS Frankfurt Eagles,All-Rounder,Right-arm medium,RHB,1,0.000,0.000,0.700,0.700
Essakki,Sulzbach XI,,Right-arm medium,RHB,1,0.000,0.000,0.700,0.700
Sudheer Vasamshetty,Royal Strikers FFM,,Right-arm fast,RHB,1,0.000,0.000,0.700,0.700
Shiv Chander Vohra,TSV Frankfurt Garuda,,,RHB,1,0.700,0.000,0.000,0.700
Indeerjeet Singh,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.300,0.093,0.280,0.673
Abhinav,SPVGG Dragons,Top-order batter,Right-arm medium,RHB,2,0.100,0.000,0.560,0.660
Sarath Menon ,Mainz Cricket Club,,Right-arm fast,RHB,3,0.600,0.042,0.000,0.642
Mukhtar,Wetzlar Sixers,,Right-arm medium,RHB,1,0.630,0.000,0.000,0.630
Apurv Chakor,TSGN Royal Warriors,,,LHB,1,0.600,0.000,0.000,0.600
Shaik Maqsood,Mighty Titans,,Right-arm Off Break,RHB,3,0.612,-0.020,0.000,0.592
Sudesh Singh,Hanau Pioneers,,,LHB,1,0.545,0.000,0.000,0.545
Barkat Ali,Hawk Hunters,,Right-arm medium,RHB,1,0.402,0.113,0.000,0.515
Rohit.Cric,TSV Darmstadt XI,Top-order batter,None,RHB,1,0.500,0.000,0.000,0.500
Valan,BlueWings,None,Right-arm medium,RHB,1,0.500,0.000,0.000,0.500
Dev Kolte FCC DE,Freizeit CC,,,RHB,1,0.500,0.000,0.000,0.500
Mithun Rajanna,TSV Darmstadt XI,All-Rounder,Right-arm medium,RHB,2,0.200,0.000,0.280,0.480
Hira Sarkar,SV Tigers am Main,,Right-arm fast,RHB,2,0.200,0.000,0.280,0.480
Pavan Kumar Kurra,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.479,0.000,0.000,0.479
Tanmay Sarbadhyaksha,Darebulls,,Right-arm medium,RHB,3,0.400,0.043,0.000,0.443
Vinayak Pattanshetti,Hanau Pioneers,All-Rounder,Right-arm medium,RHB,1,0.000,0.000,0.430,0.430
Pasupathi Rajendran,Freizeit CC,,Right-arm fast,RHB,1,0.407,0.000,0.000,0.407
Saurabh Dubey,TBG Neulussheim,All-Rounder,Right-arm Off Break,RHB,1,0.400,0.000,0.000,0.400
Bhardwaj Vipin FCC,Freizeit CC,,Right-arm medium,RHB,1,0.400,0.000,0.000,0.400
Tom Thomas,Frankfurt Spartans Cricket Club,Opening batter,Right-arm medium,RHB,1,0.000,0.107,0.280,0.387
Karthik Chickel,Sulzbach XI,Wicket-keeper batter,None,RHB,2,0.100,0.000,0.280,0.380
Muhammad Iqbal,Darebulls,,Right-arm medium,RHB,1,0.400,-0.073,0.000,0.327
Justin Jose,SVS Frankfurt Eagles,,Right-arm fast,RHB,2,0.100,0.000,0.224,0.324
Parthiban Rengaraj,Hanau Pioneers,Top-order batter,Right-arm medium,RHB,1,0.306,0.000,0.000,0.306
Rizwan,SV Tigers am Main,All-Rounder,Right-arm medium,RHB,1,0.300,0.000,0.000,0.300
Rehan Ahmed Raja,Hawk Hunters,,Right-arm fast,RHB,1,0.300,0.000,0.000,0.300
Omkar Pai,TSGN Royal Lions,,Right-arm medium,RHB,2,0.300,0.000,0.000,0.300
Akash Patni,SPVGG Dragons,,Right-arm medium,RHB,2,0.300,0.000,0.000,0.300
Pavan Arava,Mighty Titans,All-Rounder,Right-arm medium,RHB,2,0.300,0.000,0.000,0.300
Nabeel Rüss Cric,RCB,,Right-arm fast,RHB,2,0.300,0.000,0.000,0.300
Atharva More(Om),Darebulls,All-Rounder,Right-arm fast,RHB,2,0.200,0.097,0.000,0.297
Empty_Ab_1573,Darebulls,,,LHB,1,0.000,0.000,0.280,0.280
Harish Kumar Pula,BlueWings,,Right-arm fast,RHB,1,0.000,0.000,0.280,0.280
Balaji Sevanan,TGS Rising Challengers,,Slow left-arm chinaman,RHB,1,0.000,0.000,0.280,0.280
Bilal Hazrat,FalconsXI,,Right-arm medium,RHB,1,0.000,0.000,0.280,0.280
Aniket Chatterjee,Tgs Indian Challengers,,Right-arm fast,RHB,1,0.000,0.000,0.280,0.280
Anand p,Tgs Indian Challengers,,,,1,0.000,0.000,0.280,0.280
Md Imran Hossain,SV Tigers am Main,All-Rounder,Right-arm Off Break,RHB,1,0.200,0.000,0.000,0.200
Jayesh Germany,SPVGG Dragons,,,LHB,2,0.200,0.000,0.000,0.200
Yogesh Veeraraj,TGS Rising Challengers,,Right-arm medium,RHB,2,0.200,0.000,0.000,0.200
Hemendra Goswami,FalconsXI,,,LHB,1,0.200,0.000,0.000,0.200
Shahmalang,Wetzlar Sixers,,,RHB,1,0.200,0.000,0.000,0.200
Prithiv Ramvasan Vetri Selvan,Royal Strikers FFM,None,Right-arm Off Break,RHB,1,0.200,0.000,0.000,0.200
Wasiq Khursheed,AMU Sultans,,Right-arm medium,RHB,1,0.000,-0.046,0.224,0.178
Mathew Alex,Mainz Cricket Club,,Right-arm fast,,3,0.100,0.062,0.000,0.162
Ali Raza,FalconsXI,,Right-arm fast,RHB,1,0.000,0.107,0.000,0.107
Amit Naidu,Darebulls,,,RHB,1,0.100,0.000,0.000,0.100
Dipesh Khadka,TSV Darmstadt United,,Right-arm medium,RHB,1,0.100,0.000,0.000,0.100
Shreyas Friedberg,SPVGG Dragons,,Right-arm medium,LHB,1,0.100,0.000,0.000,0.100
Abdul Ghaffar,TSV Darmstadt United,All-Rounder,Left-arm medium,RHB,1,0.100,0.000,0.000,0.100
Ibrahim Hanif,FalconsXI,,,RHB,1,0.100,0.000,0.000,0.100
Devang Odedra,TSGN Royal Lions,,Right-arm medium,RHB,1,0.000,0.097,0.000,0.097
Raheel Goldstein Cric,FalconsXI,,Left-arm medium,RHB,1,0.000,0.086,0.000,0.086
Mihir Gohel,TSGN Royal Warriors,Lower-order batter,Left-arm medium,RHB,1,0.000,-0.035,0.000,-0.035
Vivek Shankar,Hanau Pioneers,Bowler,Right-arm fast,RHB,1,0.000,-0.041,0.000,-0.041
Satya Chekka,Karlsruhe Knights,All-Rounder,Right-arm medium,RHB,1,0.000,-0.048,0.000,-0.048
Nithin kumar,Karlsruhe Knights,,Right-arm fast,RHB,1,0.000,-0.058,0.000,-0.058
Sudhanshu Kumar,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.000,-0.058,0.000,-0.058
Adeel Muhammad,TGS Rising Challengers,,Right-arm fast,RHB,1,0.000,-0.062,0.000,-0.062
Adeel Musadiq,FalconsXI,,Right-arm medium,RHB,1,0.000,-0.063,0.000,-0.063
