Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Jigar Rajeshkumar Modi,TSGN Royal Warriors,Top-order batter,Left-arm medium,LHB,4,2.1,0,0.504,2.604
Aniket Chatterjee,Tgs Indian Challengers,,Right-arm fast,RHB,2,0.8,1.05,0.7,2.55
Ravi,TBG Neulusheim,,Right-arm Leg Break,RHB,2,0.1,2.419,0,2.519
Irfan Muhammad,Darebulls,,Right-arm medium,RHB,2,1.526,0.768,0.224,2.518
Shashank Bayari,TBG Neulusheim,None,Right-arm fast,RHB,3,2.234,0,0.28,2.514
Arun Lawrence ,Mainz Cricket Club,,,RHB,3,1.1,0,1.4,2.5
Raju Lama,Giessener 11,All-Rounder,Right-arm medium,RHB,2,1.415,1.064,0,2.479
Ved Singh,MSC Black Bears,,Right-arm medium,RHB,3,0.5,1.734,0.224,2.458
ALOSHY VETTOOR,Mainz Cricket Club,All-Rounder,Right-arm fast,RHB,2,0.1,2.35,0,2.45
Vinod Iyer,TGS Rising Challengers,All-Rounder,Slow left-arm chinaman,LHB,3,0.825,1.273,0.28,2.378
Deepak Kumar Purseth,TSGN Mavericks,None,Right-arm medium,RHB,3,2.123,-0.054,0.28,2.349
Harish Kumar Pula,BlueWings,,Right-arm fast,RHB,2,0.1,0,2.24,2.34
NirmalBaskar,Royal Strikers FFM,,Right-arm fast,RHB,3,2.3,0,0,2.3
Teekay,Darebulls,,Right-arm fast,RHB,2,0,2.282,0,2.282
Sohom Chakraborty,KK Challengers,,Right-arm fast,RHB,1,0.102,2.162,0,2.264
Kevin C,Kassel Cricket Club,,,RHB,2,1.94,0,0.28,2.22
Muhammad Imran,Dietzenbacher Cricket Star,,Left-arm medium,RHB,5,0.4,1.592,0.224,2.216
Abhilash Thengullathil,Frankfurt Spartans Cricket Club,,Slow left-arm chinaman,RHB,2,0.2,0,1.96,2.16
Suyog Vaidya,SPVGG Dragons,None,Right-arm fast,RHB,2,0,2.147,0,2.147
Ved sharma Private,TSV Frankfurt Garuda,,Right-arm medium,RHB,3,2.1,0,0,2.1
Keyur Chidambar Kulkarni,FCC Friends XI,,Right-arm medium,RHB,4,2.1,0,0,2.1
Darshan Parameswara,Tgs Indian Challengers,Wicket-keeper batter,None,RHB,3,0.7,0,1.4,2.1
BIJEESH,Mainz Cricket Club,None,Right-arm fast,RHB,2,0.4,1.157,0.504,2.061
Manoharan Thambi,Freizeit CC,,Right-arm medium,RHB,1,0,1.505,0.504,2.009
Nikesh,Sulzbach XI,,Right-arm medium,RHB,3,2,0,0,2
Karthik Chickel,Sulzbach XI,Wicket-keeper batter,None,RHB,3,1.044,0,0.952,1.996
SK,TSV Darmstadt XI,Wicket-keeper batter,Right-arm medium,RHB,4,0.511,0,1.456,1.967
Ankur Tomar,RCB Cricket Club Ruesselsheim,,Right-arm fast,RHB,3,0.4,1.007,0.56,1.967
Randeep Singh,DCC Rising Stars,,Right-arm medium,RHB,2,0.4,1.564,0,1.964
Girish Manmode,Trebur Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,2,0.1,0,1.848,1.948
Sudheer Vasamshetty,Royal Strikers FFM,,Right-arm fast,RHB,3,0.6,1.336,0,1.936
Suhash,FCC Friends XI,,Right-arm Off Break,RHB,2,0.7,1.006,0.224,1.93
Sujeesh ,Mainz Cricket Club,,Right-arm medium,RHB,4,0.416,1.233,0.28,1.929
Gopi Sampath,Wetzlar Super Kings,None,Right-arm medium,RHB,1,1.9,0,0,1.9
Mohsin Khan,Mannschaft Ginnheimer,,,RHB,3,1.1,0,0.784,1.884
Shaheen Jabarkhail,Giessener 11,All-Rounder,Right-arm fast,RHB,1,0,1.356,0.504,1.86
Nitin R J,Kassel Cricket Club,,Right-arm fast,RHB,2,0.1,1.453,0.28,1.833
Shiva,SPVGG Dragons,All-Rounder,Right-arm fast,RHB,3,0,1.53,0.28,1.81
Balaji Krishna Murthy,TGS Rising Challengers,,Right-arm fast,RHB,1,1.8,0,0,1.8
Joby Panthily,Mainz Cricket Club,,Right-arm fast,RHB,2,0.1,1.437,0.24,1.777
Srinivas Akkineni,SPVGG Dragons,Middle-order batter,Right-arm medium,RHB,4,1.026,0,0.728,1.754
Lokesh Mani,Wetzlar Super Kings,,,RHB,3,1.461,0,0.28,1.741
Smeet Shah,SPVGG Dragons,All-Rounder,Right-arm Off Break,LHB,2,1.7,0,0,1.7
Syed Khalander pasha,TSGN Royal Warriors,Wicket-keeper batter,None,LHB,2,1.7,0,0,1.7
Arun Yadav,Kassel Cricket Club,Middle-order batter,Right-arm Off Break,RHB,2,1.687,0,0,1.687
Asad Shinwari,SVS Frankfurt Eagles,,Right-arm medium,RHB,2,1.71,-0.041,0,1.669
Sonu Das,Darebulls,,,RHB,1,1.382,0,0.28,1.662
Rahul Shivakumar,Sulzbach XI,Middle-order batter,Right-arm fast,RHB,2,0.3,-0.041,1.4,1.659
Kuldeep,MSC Black Bears,Bowler,Right-arm fast,RHB,3,0,1.654,0,1.654
Pradeep,Royal Strikers FFM,,Right-arm fast,RHB,2,1.624,0,0,1.624
Aditya Tewari,TSGN Royal Lions,,,RHB,1,0,0,1.624,1.624
Devraj Redij,TSV Darmstadt United,,Right-arm medium,RHB,1,0.2,0,1.4,1.6
Ashutosh Yadav,TSGN Mavericks,,Right-arm medium,RHB,2,0,1.273,0.28,1.553
Anurag,Ingelheim Cricket Club,,,RHB,2,1.5,0,0,1.5
Ehtasham Ul Hassan,Mannschaft Ginnheimer,,Right-arm fast,RHB,3,0.7,0,0.784,1.484
Sheeraz Ahmed,Darebulls,,Left-arm medium,RHB,1,0,1.484,0,1.484
Nikhil Ranjan,Juggernaut Cricket Club,Bowler,Right-arm fast,RHB,1,0,1.481,0,1.481
Raghunath Reddy Y,DCC Rising Stars,,,RHB,2,1.2,0,0.28,1.48
Kuncham Manojkumar,TSV Frankfurt Garuda,All-Rounder,Right-arm medium,RHB,3,0.703,0.209,0.56,1.472
Jijo Spartans ,Frankfurt Spartans Cricket Club,,Right-arm fast,RHB,1,0,0,1.4,1.4
Chitresh CGI,TSV Frankfurt Garuda,,Right-arm fast,RHB,1,0.315,0,1.074,1.389
Bhargav Boddapati,KK Challengers,,,RHB,1,1.107,0,0.28,1.387
Vamsidhar Mannam,TSV Frankfurt Garuda,,Right-arm medium,RHB,3,0.6,0,0.784,1.384
Arun periyasamy,Sulzbach XI,None,None,RHB,1,0.814,0,0.56,1.374
Pratik Patil,Giessener 11,All-Rounder,Right-arm fast,RHB,2,0.2,1.174,0,1.374
Lokesh,Ingelheim Cricket Club,,,RHB,3,0.8,0,0.56,1.36
SAMSON JOSE,Frankfurt Spartans Cricket Club,,Right-arm fast,RHB,3,0,1.073,0.28,1.353
Soham Kulkarni,Wetzlar Super Kings,,Right-arm medium,RHB,1,0,-0.049,1.4,1.351
Ramesh Madathil,KK Challengers,All-Rounder,Slow left-arm orthodox,RHB,2,1.344,0,0,1.344
Ravi,Kassel Cricket Club,Top-order batter,Right-arm medium,RHB,1,0,1.325,0,1.325
Gurmail Singh,Juggernaut Cricket Club,,Right-arm medium,RHB,1,0.2,0,1.12,1.32
Suhas Rao,Mainz Cricket Club,All-Rounder,Right-arm medium,RHB,1,0,1.316,0,1.316
Kapil Yadav,TSV Darmstadt XI,,Right-arm fast,RHB,3,0.3,0,1.008,1.308
Dayakar Reddy Bayyam,TSV Frankfurt Garuda,,Right-arm medium,RHB,2,1.3,0,0,1.3
Indrajeet Rajput,TSGN Royal Lions,,,RHB,2,0,0,1.288,1.288
Roshan,Sulzbach XI,All-Rounder,Right-arm medium,RHB,1,1.005,0,0.28,1.285
Chandrasekharan Rajendran,Royal Strikers FFM,,Right-arm medium,RHB,2,1,0,0.28,1.28
Anvay Walavalkar,Darebulls,,Right-arm medium,RHB,2,0.2,1.071,0,1.271
Tanveer Ahmad,TSGN Mavericks,,Right-arm fast,RHB,3,0.3,0.409,0.56,1.269
Kuldeep G,Tgs Indian Challengers,,,RHB,2,1.214,0,0,1.214
Prashashth,TBG Neulusheim,Top-order batter,Right-arm medium,RHB,2,1.134,0,0,1.134
FIROZ KHAN,TGS Rising Challengers,,Right-arm Off Break,RHB,3,0.7,0,0.43,1.13
Prasanna Kumar Reddy N,TSV Darmstadt United,None,Right-arm medium,RHB,2,0.8,0,0.28,1.08
Shashank K,RCB Cricket Club Ruesselsheim,,Right-arm medium,RHB,1,0,1.073,0,1.073
Nabeel Rüss Cric,RCB Cricket Club Ruesselsheim,,Right-arm fast,RHB,2,0,1.038,0,1.038
Anuram Thiru,Freizeit CC,Wicket-keeper batter,Right-arm medium,RHB,2,1.037,0,0,1.037
Amit Maurya,Freizeit CC,All-Rounder,Right-arm medium,LHB,2,1.065,-0.033,0,1.032
Omkar Pai,TSGN Royal Lions,,Right-arm medium,RHB,3,1.015,0,0,1.015
Shivanand Khobanna,RCB Cricket Club Ruesselsheim,,,RHB,2,1,0,0,1
Prasanth,FCC Friends XI,,Right-arm fast,LHB,2,0.4,0,0.56,0.96
VARUN GADA,Darebulls,,,LHB,2,0.912,0,0,0.912
Ramesh Raveendran,Mainz Cricket Club,,Right-arm fast,RHB,2,0.91,0,0,0.91
Eyaan Ahmed,Mannschaft Ginnheimer,,,RHB,2,0.4,0,0.504,0.904
Satendra Chaudhary,Juggernaut Cricket Club,,Right-arm medium,RHB,1,0.603,0,0.28,0.883
Nikhil Reddy,Ingelheim Cricket Club,,,RHB,2,0.3,0,0.56,0.86
Daniyal Germany,Darebulls,,,RHB,1,0,0,0.84,0.84
S.Hussain,KK Challengers,Middle-order batter,Right-arm medium,RHB,1,0,0,0.804,0.804
Sameer Sawant,Wetzlar Super Kings,,Right-arm medium,RHB,3,0.8,0,0,0.8
Shivanand Durge,Wetzlar Super Kings,,Right-arm fast,RHB,1,0.8,0,0,0.8
Upendra Atre,Freizeit CC,,,LHB,2,0.8,0,0,0.8
Abhi B,Wetzlar Super Kings,,Right-arm medium,RHB,3,0.9,-0.111,0,0.789
Amruth Ramani,SPVGG Dragons,,,RHB,2,0,0,0.784,0.784
Inam,Dietzenbacher Cricket Star,,Right-arm fast,RHB,3,0.3,-0.029,0.504,0.775
Aditya Dwivedi,KK Challengers,Top-order batter,Right-arm medium,RHB,2,0.5,0,0.224,0.724
Imtiaz Kh,SVS Frankfurt Eagles,All-Rounder,Right-arm fast,RHB,1,0.718,0,0,0.718
Chiranjeevi V,Darebulls,Wicket-keeper batter,Right-arm Off Break,RHB,3,0.714,0,0,0.714
Jashan Singh,MSC Black Bears,All-Rounder,Left-arm fast,RHB,2,0.7,0,0,0.7
Indrajit,KK Challengers,All-Rounder,Right-arm medium,RHB,1,0.7,0,0,0.7
Arslan Bhatti,TSGN Mavericks,,,RHB,1,0.7,0,0,0.7
Sudhanshu Kumar,SPVGG Dragons,,Right-arm medium,RHB,1,0.7,0,0,0.7
Praveen V,Darebulls,,,RHB,1,0,0,0.654,0.654
Abhishek Thula,DCC Rising Stars,All-Rounder,Right-arm Off Break,RHB,1,0.401,0,0.224,0.625
Bilal Hazrat,Dietzenbacher Cricket Star,,Right-arm medium,RHB,1,0.615,0,0,0.615
Samuel Ajay Dasgupta,Royal Strikers FFM,All-Rounder,Right-arm Off Break,RHB,2,0.1,0,0.504,0.604
Shekhar Kumar Patra,Giessener 11,None,None,RHB,2,0.1,0,0.504,0.604
Deep Shah,Freizeit CC,All-Rounder,Right-arm fast,RHB,2,0.3,0.022,0.28,0.602
Vineeth Bhat,TBG Neulusheim,,Right-arm medium,LHB,1,0.6,0,0,0.6
Valan,BlueWings,None,Right-arm medium,RHB,1,0.6,0,0,0.6
Vivek Singh,TSGN Mavericks,,Right-arm fast,RHB,1,0.6,0,0,0.6
Taimour Yousuf,Mannschaft Ginnheimer,,,RHB,2,0.6,0,0,0.6
Santosh Sharma,Juggernaut Cricket Club,Middle-order batter,Right-arm medium,RHB,2,0.6,0,0,0.6
Prabjot Singh,TSGN Royal Lions,,,RHB,2,0.4,0,0.168,0.568
Naresh Ravirala,BlueWings,,Right-arm Off Break,RHB,1,0,0,0.56,0.56
Sudeept Jaiswal,Tgs Indian Challengers,All-Rounder,Right-arm medium,RHB,1,0.3,-0.034,0.28,0.546
Muhammad Faisal,SVS Frankfurt Eagles,,Right-arm medium,RHB,2,0.3,-0.036,0.28,0.544
Nikunj Prajapati,TSGN Royal Warriors,,,RHB,1,0.531,0,0,0.531
Atharva More(Om),Darebulls,All-Rounder,Right-arm fast,RHB,1,0,0,0.504,0.504
Prateek Mahajan,MSC Black Bears,,Right-arm fast,RHB,1,0.5,0,0,0.5
Nikhil Narottam,TGS Rising Challengers,,Right-arm medium,RHB,1,0.5,0,0,0.5
Hrushikesh Dandekar,Ingelheim Cricket Club,,,RHB,1,0.5,0,0,0.5
Tharun Ramvasan Vetri Selvan,Royal Strikers FFM,None,None,RHB,1,0.5,0,0,0.5
Maaz Ahmed,Mannschaft Ginnheimer,,Right-arm fast,RHB,1,0.5,0,0,0.5
Nishant Nigam,Wetzlar Super Kings,,Right-arm medium,RHB,1,0.5,0,0,0.5
Manikanteswar Reddy Goluguri,TSV Darmstadt XI,None,Right-arm medium,RHB,1,0.5,-0.03,0,0.47
Akash Patni,KK Challengers,,Right-arm medium,RHB,2,0.506,-0.046,0,0.46
Vikalp Kaushik,Juggernaut Cricket Club,,Right-arm medium,RHB,1,0,0,0.43,0.43
Noshi Khaleed,FCC Friends XI,,,LHB,1,0.412,0,0,0.412
Aangan Desai,KK Challengers,,,RHB,2,0.4,0,0,0.4
Rahul Paliwal,TSGN Mavericks,,,RHB,1,0.4,0,0,0.4
Pon Subash,TGS Rising Challengers,None,Right-arm medium,RHB,1,0.3,0.09,0,0.39
Sohail Cricket,Mainz Cricket Club,,,RHB,2,0.1,0,0.28,0.38
Charles Vincent,Frankfurt Spartans Cricket Club,,Right-arm Leg Break,RHB,2,0.2,-0.06,0.224,0.364
Sankeeth RCB,RCB Cricket Club Ruesselsheim,,Right-arm fast,RHB,2,0.2,-0.06,0.224,0.364
Senthil Kumaran,Tgs Indian Challengers,,Right-arm medium,RHB,2,0.4,-0.076,0,0.324
Rohith Vemulapally,Kassel Cricket Club,Top-order batter,,RHB,2,0.1,0,0.224,0.324
Ramakanth Madhugiri,Wetzlar Super Kings,,Right-arm fast,RHB,2,0.1,0,0.224,0.324
Varad Dange,RCB Cricket Club Ruesselsheim,,,RHB,1,0.3,0,0,0.3
Gopinath Garuda,TSV Frankfurt Garuda,,,RHB,1,0.3,0,0,0.3
Alwin George,SVS Frankfurt Eagles,,,RHB,1,0.3,0,0,0.3
Sachin Kumar ,SVS Frankfurt Eagles,,Right-arm medium,RHB,1,0.3,0,0,0.3
Ahmed Shah,Dietzenbacher Cricket Star,,,LHB,1,0.3,0,0,0.3
Neelesh Sharma,KK Challengers,,,RHB,1,0.3,0,0,0.3
Satish Iyer,Darebulls,,Right-arm medium,RHB,1,0,0,0.28,0.28
Shivanshu Kulshreshtha,TSV Darmstadt XI,,,RHB,1,0,0,0.28,0.28
Ved Singh,MSC Black Bears,All-Rounder,Right-arm fast,RHB,1,0,0,0.28,0.28
Akshay Bidhuri,Juggernaut Cricket Club,,Right-arm medium,RHB,1,0,0,0.28,0.28
Mohan Sai Ram,DCC Rising Stars,All-Rounder,Right-arm medium,RHB,1,0,0,0.28,0.28
Sahil Verma,TSV Darmstadt United,,Right-arm medium,RHB,2,0.1,-0.121,0.28,0.259
Shahryar Altaf,Mannschaft Ginnheimer,Lower-order batter,Right-arm medium,RHB,3,0.2,0.048,0,0.248
Sivakumar Muthu,Sulzbach XI,,Right-arm medium,RHB,1,0,0,0.224,0.224
Apurv Chakor,TSGN Royal Warriors,,,LHB,2,0.206,0,0,0.206
Sivakumar,Trebur Cricket Club,None,Right-arm fast,RHB,1,0.2,0,0,0.2
Gokul Karthikeyan,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm medium,LHB,1,0.2,0,0,0.2
Mudassar Shaikh,Kassel Cricket Club,All-Rounder,Right-arm medium,RHB,1,0.2,0,0,0.2
Waled Khan,SVS Frankfurt Eagles,,Right-arm fast,RHB,2,0.2,0,0,0.2
Diljit Singh Kajal,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.2,0,0,0.2
Muhammad Safwan Salahuddin,KK Challengers,,Right-arm medium,RHB,1,0.2,0,0,0.2
Likith,Giessener 11,,,RHB,1,0.2,0,0,0.2
Pon Subash TN 75,TGS Rising Challengers,,Right-arm fast,RHB,1,0,0.136,0,0.136
Sudhanshu Mishra,TSGN Mavericks,,Right-arm medium,RHB,1,0.1,0,0,0.1
Sree Harsha,TSV Darmstadt XI,,Right-arm fast,RHB,1,0.1,0,0,0.1
Mithun Rajanna,TSV Darmstadt XI,All-Rounder,Right-arm medium,RHB,1,0.1,0,0,0.1
Tanuj Sinha,TSGN Royal Lions,,Left-arm medium,RHB,1,0.1,0,0,0.1
Umar Butt,Dietzenbacher Cricket Star,,,RHB,1,0.1,0,0,0.1
Ashwin Krishnamurthy,TGS Rising Challengers,,,RHB,1,0.1,0,0,0.1
Haris Qureshi,Mannschaft Ginnheimer,,,RHB,1,0.1,0,0,0.1
Libin,Mainz Cricket Club,,Right-arm medium,RHB,1,0.1,0,0,0.1
Mathew Alex,Mainz Cricket Club,,Right-arm fast,,1,0,-0.027,0,-0.027
Sinojcherian Roy,Mainz Cricket Club,,Right-arm medium,RHB,1,0,-0.03,0,-0.03
Rehan Ahmed Raja,Hawk Hunters,,Right-arm fast,RHB,1,0,-0.039,0,-0.039
Jafar Khan,Giessener 11,,Right-arm medium,RHB,1,0,-0.044,0,-0.044
Bush Raphael,SVS Frankfurt Eagles,,Right-arm medium,RHB,1,0,-0.05,0,-0.05
Girish Menon,TGS Rising Challengers,Middle-order batter,Right-arm medium,RHB,1,0,-0.051,0,-0.051
Sumit Das,Juggernaut Cricket Club,All-Rounder,Right-arm medium,RHB,1,0,-0.054,0,-0.054
ARK Ark,Freizeit CC,,Right-arm medium,RHB,1,0,-0.074,0,-0.074
Amit Sharma,TSGN Royal Lions,None,Slow left-arm orthodox,LHB,1,0,-0.077,0,-0.077
Rajesh FCC DE,TSV Frankfurt Garuda,,Right-arm medium,RHB,2,0,-0.099,0,-0.099
