Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Srikanth Thorlikonda,TSV Darmstadt XI,,Right-arm fast,RHB,4,6.224,0.286,0.864,7.374
Justin Jose,SVS Frankfurt Eagles,,Right-arm fast,RHB,4,7.100,-0.039,0.288,7.349
Razaa Darebulls,Darebulls,,Right-arm Off Break,RHB,2,7.288,0.000,0.000,7.288
Manoj Shukla,DCC Rising Stars,Wicket-keeper batter,Right-arm medium,RHB,4,0.101,7.182,0.000,7.283
Rushikesh Ravindra Yadav,TSV Darmstadt XI,Top-order batter,Right-arm medium,RHB,4,7.256,0.000,0.000,7.256
Samuel Ajay Dasgupta,Royal Strikers FFM,All-Rounder,Right-arm Off Break,RHB,4,1.100,4.495,1.620,7.215
Manikanteswar Reddy Goluguri,TSV Darmstadt XI,None,Right-arm medium,RHB,4,6.400,0.000,0.720,7.120
Navin Dhamecha,SPVGG Dragons,All-Rounder,Right-arm medium,RHB,3,7.114,0.000,0.000,7.114
Srinivas Prakash,Frankfurt wolves,,,RHB,3,6.023,0.000,1.080,7.103
Adeel Muhammad,Tgs Indian Challengers,,Right-arm medium,RHB,5,0.600,6.207,0.288,7.095
Shailesh sadul,VFL_Kesselehim,None,Right-arm medium,RHB,3,7.076,0.000,0.000,7.076
Mohd Jan,AMU Sultans,,Right-arm fast,RHB,3,2.352,2.602,2.052,7.006
Kazi Redoy,Skyline Strikers,,Right-arm fast,RHB,3,2.082,4.919,0.000,7.001
Praveen Kumar Balaraj,TBG Neulusheim,Top-order batter,Right-arm medium,RHB,4,6.700,0.000,0.216,6.916
Diljit Singh Kajal,TSV Frankfurt Garuda,,Right-arm medium,RHB,2,6.900,0.000,0.000,6.900
Aamod Kulkarni,TSGN Royal Warriors,,,RHB,3,4.500,0.000,2.376,6.876
Raju Palakurla,BlueWings,,Right-arm fast,RHB,5,1.200,4.917,0.720,6.837
Sumant CHAHAR,TGS Rising Challengers,All-Rounder,Right-arm medium,RHB,3,5.943,0.095,0.798,6.836
Jafar Khan,Giessener 11,,Right-arm medium,RHB,1,0.000,6.612,0.216,6.828
Mihir Gohel,TSGN Royal Warriors,Lower-order batter,Left-arm medium,RHB,3,2.223,3.653,0.936,6.812
Gopalam Moram,Tgs Indian Challengers,Middle-order batter,Right-arm Off Break,RHB,6,5.388,0.178,1.224,6.790
Teekay,Darebulls,,Right-arm fast,RHB,3,1.000,5.397,0.360,6.757
Arjun Vydhyanatha,Friedrichsdorf Cricket Club,Wicket-keeper batter,None,RHB,4,5.103,0.000,1.512,6.615
Vived Kumar Turai,SVS Frankfurt Eagles,,Right-arm fast,RHB,4,6.000,-0.054,0.648,6.594
Rajesh FCC DE,TSV Frankfurt Garuda,,Right-arm medium,RHB,3,0.200,5.070,1.260,6.530
Srinivasan,Karlsruhe Knights,,Right-arm medium,RHB,3,5.700,0.000,0.720,6.420
Harshith Naik,Frankfurt wolves,,Left-arm medium,RHB,2,0.400,5.258,0.720,6.378
Kurra,DCC Rising Stars,All-Rounder,Right-arm medium,RHB,3,0.000,5.706,0.648,6.354
Nepoleon Palanivelu,SGM Guardians,,Right-arm medium,RHB,4,1.722,4.040,0.576,6.338
Chandan Singh,Hawk Hunters,,Right-arm fast,RHB,6,4.969,0.000,1.332,6.301
VARUN GADA,Darebulls,,,LHB,4,3.833,0.000,2.448,6.281
Aravind,Aschaffenburg United,,Right-arm medium,LHB,4,0.301,5.928,0.000,6.229
Gnana Prakasam,TGS Rising Challengers,,Right-arm fast,RHB,4,4.010,1.774,0.360,6.144
Nithin kumar,KK Challengers,,Right-arm fast,RHB,2,0.400,5.380,0.360,6.140
Aangan Desai,KK Challengers,,,RHB,4,6.059,0.000,0.000,6.059
Ayush Vekariya,TSGN Mavericks,All-Rounder,Right-arm medium,RHB,4,0.200,5.496,0.360,6.056
Puneet Shivakumar Goudar,Frankfurt Spartans Cricket Club,,Right-arm fast,RHB,1,2.712,3.327,0.000,6.039
Vinay Krishnamurthy,SGM Guardians,,Right-arm medium,RHB,3,5.905,0.027,0.000,5.932
Atiq AWAN,FCC Friends XI,,Right-arm medium,RHB,2,3.587,1.740,0.576,5.903
Chaitu,Aschaffenburg United,,Right-arm medium,RHB,4,4.200,0.939,0.720,5.859
Balaji Sevanan,TGS Rising Challengers,,Slow left-arm chinaman,RHB,4,3.800,0.000,2.028,5.828
Kuncham Manojkumar,TSV Frankfurt Garuda,All-Rounder,Right-arm medium,RHB,3,2.483,2.826,0.510,5.819
Siva rama Chandra Raju  Indukuri,VFL_Kesselehim,Wicket-keeper,Right-arm fast,RHB,2,3.600,1.558,0.648,5.806
Keyur Chidambar Kulkarni,FCC Friends XI,,Right-arm medium,RHB,4,5.804,0.000,0.000,5.804
Ajay Kumar Bharath Kumar,Tgs Indian Challengers,,Right-arm fast,RHB,4,5.800,0.000,0.000,5.800
Charanpreet Singh,KK Challengers,,Right-arm medium,RHB,4,1.100,4.325,0.288,5.713
Arun Selva,TGS Rising Challengers,,Right-arm medium,RHB,2,2.000,3.662,0.000,5.662
Prasoon Verma,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm fast,RHB,3,1.200,3.713,0.720,5.633
Sai kumar,TSGN Mavericks,,Right-arm fast,RHB,2,1.022,4.562,0.000,5.584
Vishal Jadav,TGS Rising Challengers,,Right-arm fast,RHB,2,2.200,3.373,0.000,5.573
Ehtasham Ul Hassan,Mannschaft Ginnheimer,,Right-arm fast,RHB,3,4.304,0.000,1.260,5.564
Syed ArMan,VFL_Kesselehim,Bowler,Right-arm medium,RHB,1,0.000,5.267,0.288,5.555
Prashanth Sayeenathan,TGS Rising Challengers,All-Rounder,Right-arm medium,RHB,3,0.000,5.553,0.000,5.553
Bhavik Shiroya,VFL_Kesselehim,Top-order batter,Right-arm fast,RHB,3,5.303,0.000,0.216,5.519
Pavan Arava,RCB XI,All-Rounder,Right-arm medium,RHB,4,1.706,3.779,0.000,5.485
G M Shahin Alam,Skyline Strikers,All-Rounder,Right-arm fast,RHB,2,1.104,4.379,0.000,5.483
Zeeshan Iqbal,Giessener 11,,,RHB,3,5.458,0.000,0.000,5.458
Ravi Gangula DBAG,BlueWings,,Right-arm fast,RHB,3,2.915,1.889,0.648,5.452
Allen Cutinha,SPVGG Dragons,All-Rounder,Right-arm medium,RHB,2,3.135,1.621,0.648,5.404
Wasiq Khursheed,AMU Sultans,,Right-arm medium,RHB,4,2.228,1.411,1.728,5.367
Niks Cric,FalconsXI,,Right-arm fast,RHB,4,0.314,4.958,0.000,5.272
Rohit Goyal,TSV Darmstadt XI,,Right-arm fast,RHB,2,5.249,0.000,0.000,5.249
Daison,SVS Frankfurt Eagles,All-Rounder,Right-arm medium,RHB,5,2.218,2.814,0.216,5.248
FIROZ KHAN,TGS Rising Challengers,,Right-arm Off Break,RHB,3,4.510,0.000,0.720,5.230
Jigar Rajeshkumar Modi,TSGN Royal Warriors,Top-order batter,Left-arm medium,LHB,6,4.218,0.000,1.008,5.226
Binson Thomas,VFL_Kesselehim,,Right-arm fast,RHB,3,2.552,2.641,0.000,5.193
Abdul Qadir Frankfurt,AMU Sultans,,Right-arm medium,RHB,2,2.464,2.356,0.288,5.108
Shahriar Islam,Skyline Strikers,,,RHB,2,4.305,0.000,0.720,5.025
Haris Mehmood,Mannschaft Ginnheimer,,Right-arm medium,RHB,2,1.300,3.330,0.360,4.990
Siddhesh Patil,RCB XI,,Right-arm medium,LHB,1,2.821,1.922,0.216,4.959
Vinay Narayana,FCC Friends XI,None,Right-arm fast,LHB,2,4.304,0.000,0.648,4.952
Ramesh Madathil,KK Challengers,All-Rounder,Slow left-arm orthodox,RHB,2,4.571,0.000,0.360,4.931
Jibin Joychan,Giessener 11,Wicket-keeper batter,None,LHB,2,4.637,0.000,0.288,4.925
Sonu Das,Darebulls,,,RHB,1,4.900,0.000,0.000,4.900
Chitresh CGI,TSV Frankfurt Garuda,,Right-arm fast,RHB,4,3.614,0.000,1.224,4.838
Karthik Chickel,Sulzbach XI,Wicket-keeper batter,None,RHB,4,1.309,0.000,3.528,4.837
Hariharan,Aschaffenburg United,Top-order batter,Right-arm medium,RHB,3,4.296,0.000,0.540,4.836
Sree Harsha,TSV Darmstadt XI,,Right-arm fast,RHB,3,0.000,4.472,0.360,4.832
Abhinav,DCC Rising Stars,Top-order batter,Right-arm medium,RHB,4,3.128,-0.099,1.800,4.829
Niloy Sarker,Skyline Strikers,Wicket-keeper batter,None,RHB,4,0.500,0.000,4.320,4.820
Chandan Kumar pradhan,FalconsXI,All-Rounder,Right-arm medium,RHB,3,4.310,0.112,0.360,4.782
Aditya GS,Karlsruhe Knights,,Right-arm fast,RHB,4,4.236,0.000,0.504,4.740
Prasad Bolishetti,Sulzbach XI,All-Rounder,Left-arm medium,LHB,4,4.400,-0.062,0.360,4.698
Jithu Chandran ,Friedrichsdorf Cricket Club,,Right-arm medium,RHB,3,0.600,2.725,1.368,4.693
Shami Kabir,Skyline Strikers,All-Rounder,Right-arm Off Break,RHB,3,0.938,3.722,0.000,4.660
Suhas Gowda,SGM Guardians,All-Rounder,Right-arm medium,RHB,4,3.028,1.299,0.288,4.615
Mamunur Rashid,Old Monks XI,,Right-arm fast,RHB,4,2.500,1.794,0.288,4.582
Chandrasekharan Rajendran,Royal Strikers FFM,,Right-arm medium,RHB,4,2.900,-0.031,1.656,4.525
Nitin Mathew,Old Monks XI,Bowler,Right-arm Off Break,RHB,4,0.300,3.744,0.438,4.482
Vinod Iyer,TGS Rising Challengers,All-Rounder,Slow left-arm chinaman,LHB,4,3.300,0.023,1.158,4.481
Shailu,Darebulls,,Right-arm medium,RHB,1,4.400,0.000,0.000,4.400
Siddharthan Ganesan,Aschaffenburg United,,Right-arm medium,RHB,2,4.459,-0.078,0.000,4.381
Sajid,Old Monks XI,,Right-arm medium,RHB,2,1.597,1.473,1.260,4.330
Amruth Gowda,RCB XI,,,RHB,3,4.326,0.000,0.000,4.326
Raviteja Manam,FCC Friends XI,Bowler,Right-arm fast,RHB,2,1.205,3.100,0.000,4.305
Sagar Rajguru,TSGN Titans,Opening batter,Right-arm fast,RHB,4,3.543,0.000,0.720,4.263
Shashank Bayari,TBG Neulusheim,None,Right-arm fast,RHB,4,3.537,0.000,0.720,4.257
Ram Reddy Nallawar,BlueWings,,,RHB,4,2.800,0.000,1.440,4.240
Zeeshan Asghar,Hawk Hunters,,Right-arm fast,RHB,1,0.000,4.222,0.000,4.222
Supreeth Bharadwaj H S,TBG Neulusheim,All-Rounder,Right-arm fast,RHB,4,3.700,-0.202,0.720,4.218
Abdul Ghaffar,TSV Darmstadt United,All-Rounder,Left-arm medium,RHB,3,1.914,1.728,0.576,4.218
Rama Basa,Friedrichsdorf Cricket Club,Middle-order batter,Right-arm medium,RHB,4,2.918,0.000,1.260,4.178
Basavaraj Basava,SGM Guardians,,,RHB,3,3.464,0.000,0.648,4.112
Kaushal Tajane,Karlsruhe Knights,Top-order batter,Right-arm Off Break,RHB,2,3.800,0.000,0.288,4.088
Nikesh,Sulzbach XI,,Right-arm medium,RHB,3,3.700,0.000,0.288,3.988
Sriram Srinivas,SVS Frankfurt Eagles,,Right-arm fast,RHB,2,1.200,2.765,0.000,3.965
Ahsan Safdar,FalconsXI,,Right-arm medium,RHB,2,0.000,3.965,0.000,3.965
Shinwari,Old Monks XI,,Right-arm fast,RHB,2,0.100,3.848,0.000,3.948
Syed Mostain Ahmed,Skyline Strikers,Top-order batter,Right-arm Off Break,RHB,4,3.911,0.000,0.000,3.911
Smruti ranjan panda,Hawk Hunters,,,RHB,4,0.400,0.000,3.420,3.820
Abdullah Ahsan,Mannschaft Ginnheimer,,Right-arm medium,RHB,2,1.800,1.362,0.648,3.810
Senthil Kumaran,Tgs Indian Challengers,,Right-arm medium,RHB,4,3.428,0.000,0.360,3.788
Rohit Unnithan,Karlsruhe Knights,None,Right-arm Off Break,RHB,2,2.700,0.000,1.080,3.780
Shailendra Pawar,Darebulls,,Right-arm medium,RHB,4,0.000,3.397,0.360,3.757
Akarsh H,Frankfurt Spartans Cricket Club,None,Right-arm fast,RHB,3,2.001,0.000,1.728,3.729
Amruth Ramani,SPVGG Dragons,,,RHB,1,3.700,0.000,0.000,3.700
Mansoor Salamkhel,SVS Frankfurt Eagles,,Right-arm fast,RHB,1,0.000,3.338,0.360,3.698
Pon Subash TN 75,TGS Rising Challengers,,Right-arm fast,RHB,1,0.000,3.690,0.000,3.690
David Bush,Frankfurt Spartans Cricket Club,Top-order batter,Right-arm medium,RHB,1,0.000,3.668,0.000,3.668
Amit Naidu,Darebulls,,,RHB,3,3.621,0.000,0.000,3.621
Ashwin,Trebur Cricket Club,,,RHB,2,1.644,0.000,1.836,3.480
Saurav Kumar,Friedrichsdorf Cricket Club,,Right-arm medium,RHB,3,1.007,2.459,0.000,3.466
Noor Ahmed Rayini,FCC Friends XI,,Right-arm fast,RHB,3,2.603,-0.073,0.936,3.466
Divyansh Parmar,Friedrichsdorf Cricket Club,,Right-arm fast,RHB,2,3.143,-0.059,0.360,3.444
Abdullah Zadran,SVS Frankfurt Eagles,,Right-arm fast,RHB,1,0.100,1.891,1.440,3.431
Vaibhav Choudhary,Friedrichsdorf Cricket Club,All-Rounder,Right-arm Off Break,LHB,3,2.807,-0.045,0.648,3.410
Ramesh Raveendran,Frankfurt wolves,,Right-arm fast,RHB,2,2.026,0.000,1.368,3.394
Muhammad Iqbal,Darebulls,,Right-arm medium,RHB,1,0.200,3.193,0.000,3.393
Bharat Mimani,Friedrichsdorf Cricket Club,None,Right-arm medium,RHB,4,2.300,0.000,1.080,3.380
Abdul Junaid,TSV Frankfurt Garuda,,Right-arm fast,RHB,3,0.400,0.882,2.088,3.370
Sumit Das,FalconsXI,All-Rounder,Right-arm medium,RHB,3,0.720,1.684,0.936,3.340
Tarun Sharma,TSGN Royal Lions,,Right-arm fast,RHB,1,0.000,3.330,0.000,3.330
Raju Lama,Giessener 11,All-Rounder,Right-arm medium,RHB,3,2.640,0.000,0.648,3.288
Ajmal,Giessener 11,,Left-arm fast,LHB,1,2.893,0.102,0.288,3.283
Prajwal Hegde,TSV Darmstadt XI,,,RHB,3,3.232,0.000,0.000,3.232
Giri,RCB XI,Middle-order batter,Right-arm medium,RHB,2,2.500,0.000,0.720,3.220
Kolla,TSV Darmstadt XI,,Right-arm fast,RHB,1,0.100,2.811,0.288,3.199
Hiru Dobs,TBG Neulusheim,Middle-order batter,Right-arm medium,RHB,2,0.409,2.759,0.000,3.168
Premjit,FalconsXI,,Right-arm medium,RHB,1,1.400,1.743,0.000,3.143
Jithin Antony,Frankfurt wolves,,Right-arm fast,RHB,2,3.200,-0.080,0.000,3.120
Reynolds Premji Issac,Karlsruhe Knights,All-Rounder,Right-arm fast,RHB,3,3.108,0.000,0.000,3.108
Jaydeep Gondaliya,Old Monks XI,Top-order batter,Right-arm Leg Break,RHB,2,3.083,0.000,0.000,3.083
Prasanth,Royal Strikers FFM,,Right-arm medium,RHB,2,0.100,2.966,0.000,3.066
Rajath Veerendra,SGM Guardians,,,RHB,1,1.900,0.000,1.158,3.058
Atishay Jain,TSGN Royal Warriors,,Right-arm fast,RHB,3,0.000,1.357,1.696,3.053
Abhilash,TSV Darmstadt XI,All-Rounder,Right-arm fast,RHB,2,0.000,3.051,0.000,3.051
Vijay Rathod,RCB XI,,Right-arm fast,RHB,1,1.100,1.888,0.000,2.988
Dheeraj Widhani,Old Monks XI,,Right-arm fast,RHB,3,0.600,1.973,0.360,2.933
Kiran K,Karlsruhe Knights,All-Rounder,Right-arm medium,RHB,1,1.200,1.722,0.000,2.922
Roshan,Sulzbach XI,All-Rounder,Right-arm medium,RHB,2,2.628,0.000,0.288,2.916
Amogh K,TBG Neulusheim,,Right-arm medium,RHB,1,0.800,1.753,0.360,2.913
Ved Singh,MSC Black Bears,,Right-arm medium,RHB,1,0.646,1.976,0.216,2.838
Shiven Singh,Frankfurt wolves,,Right-arm medium,RHB,3,0.200,2.594,0.000,2.794
Sameer Ginotra,BlueWings,,Left-arm medium,RHB,1,0.000,2.792,0.000,2.792
Madhav Sharma,Friedrichsdorf Cricket Club,,Right-arm medium,RHB,2,1.300,1.485,0.000,2.785
Sumit Revankar,Tgs Indian Challengers,,Right-arm fast,RHB,3,0.100,1.676,1.008,2.784
Mahendra Silveri,RCB XI,All-Rounder,Right-arm Off Break,RHB,3,1.900,0.000,0.864,2.764
Raghunath Reddy Y,DCC Rising Stars,,,RHB,4,0.200,0.000,2.556,2.756
Ajay Kumar Holla,TBG Neulusheim,All-Rounder,Right-arm medium,RHB,4,0.600,1.839,0.288,2.727
Amit Tushir,TSGN Mavericks,,Right-arm medium,RHB,3,2.210,0.000,0.510,2.720
Kiran srimurthy,BlueWings,,,RHB,5,2.429,0.000,0.288,2.717
Amal P S,Frankfurt Spartans Cricket Club,,Right-arm fast,RHB,3,0.410,1.558,0.720,2.688
Kuldeep Choudhary,TSGN Royal Lions,All-Rounder,Right-arm medium,RHB,3,2.302,0.000,0.360,2.662
Shailesha Kanathadka,Friedrichsdorf Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,1,0.500,0.000,2.124,2.624
TANAY KAPADIA,VFL_Kesselehim,All-Rounder,Right-arm medium,RHB,1,0.819,1.080,0.720,2.619
Krishna A,DCC Rising Stars,Top-order batter,Right-arm medium,RHB,3,1.443,0.000,1.158,2.601
Aniket Chatterjee,Tgs Indian Challengers,,Right-arm fast,RHB,2,0.300,2.281,0.000,2.581
Gopinath Athikesavan,TGS Rising Challengers,,Right-arm medium,RHB,2,0.300,1.870,0.360,2.530
Sonu Das,Frankfurt wolves,,,RHB,2,1.800,0.000,0.648,2.448
AzeemKhan,Skyline Strikers,,Right-arm fast,RHB,2,1.228,0.096,1.080,2.404
Prasanna Kumar Reddy N,TSV Darmstadt United,None,Right-arm medium,RHB,3,1.300,0.000,1.080,2.380
D V Mohan Krishna,Trebur Cricket Club,,,RHB,3,2.015,0.000,0.360,2.375
Darshan,RCB XI,Top-order batter,Right-arm medium,RHB,3,0.900,1.462,0.000,2.362
Shekhar Kumar Patra,Giessener 11,None,None,RHB,1,0.900,0.000,1.440,2.340
Honey Bhalla Pindyia,KK Challengers,Top-order batter,Right-arm fast,RHB,1,2.226,0.103,0.000,2.329
RUPESH,Giessener 11,Opening batter,Right-arm medium,LHB,2,1.655,0.000,0.648,2.303
Prathap P,Royal Strikers FFM,,Right-arm medium,LHB,1,0.200,1.741,0.360,2.301
Manoj prem,KK Challengers,,,RHB,2,2.300,0.000,0.000,2.300
Ajith,Karlsruhe Knights,None,Right-arm fast,RHB,3,2.128,0.163,0.000,2.291
Albin Jose,Frankfurt Spartans Cricket Club,All-Rounder,Right-arm medium,RHB,2,0.200,1.726,0.360,2.286
Ali Shan,Mannschaft Ginnheimer,,Right-arm medium,RHB,1,0.400,1.882,0.000,2.282
Mani,Aschaffenburg United,,,RHB,4,0.900,0.000,1.374,2.274
Praveen Damera,FCC Friends XI,,Right-arm medium,RHB,2,2.209,0.000,0.000,2.209
Prashashth,TBG Neulusheim,Top-order batter,Right-arm medium,RHB,1,2.200,0.000,0.000,2.200
Santosh ,FalconsXI,,Right-arm medium,RHB,1,0.000,2.160,0.000,2.160
Pramod Bhat,Darebulls,,Right-arm fast,RHB,3,0.000,0.133,2.016,2.149
Pradeep,Royal Strikers FFM,,Right-arm fast,RHB,1,2.009,0.085,0.000,2.094
Smruti Ranjan Panda,Hawk Hunters,Top-order batter,Right-arm Off Break,RHB,2,0.500,0.000,1.548,2.048
Abdul Manan,Mannschaft Ginnheimer,,Right-arm medium,RHB,2,0.000,1.688,0.360,2.048
Chanil valasarajan,Giessener 11,,,RHB,3,0.823,0.000,1.224,2.047
Dhawal Patel,TSGN Royal Warriors,,Right-arm Leg Break,RHB,2,0.000,1.383,0.648,2.031
Nikhil Yadav,MSC Black Bears,,Right-arm fast,RHB,3,0.100,1.639,0.288,2.027
Sunil Patil,MSC Black Bears,Wicket-keeper batter,Right-arm medium,RHB,3,1.017,0.000,1.008,2.025
Mithun Rajanna,TSV Darmstadt XI,All-Rounder,Right-arm medium,RHB,3,1.600,0.000,0.360,1.960
Swakhar Dey,Skyline Strikers,Opening batter,Right-arm medium,RHB,3,1.566,0.028,0.360,1.954
Valan,BlueWings,None,Right-arm medium,RHB,1,1.941,0.000,0.000,1.941
Gayatri naidu Arnapalli,Giessener 11,All-Rounder,Right-arm medium,RHB,2,0.100,0.035,1.800,1.935
Mahfuzul Islam,Skyline Strikers,Middle-order batter,Slow left-arm chinaman,RHB,2,1.925,0.000,0.000,1.925
Ashwin Krishnamurthy,TGS Rising Challengers,,,RHB,1,1.920,0.000,0.000,1.920
Atharva More(Om),Darebulls,All-Rounder,Right-arm fast,RHB,2,0.800,0.000,1.080,1.880
Kuldeep G,Tgs Indian Challengers,,,RHB,3,1.300,0.000,0.576,1.876
Abdullah Hasan,Old Monks XI,Opening batter,Right-arm Leg Break,RHB,3,1.837,0.000,0.000,1.837
Mausam Bhunia,TSGN Mavericks,,Right-arm medium,RHB,3,0.300,0.000,1.524,1.824
Prasanth,FCC Friends XI,,Right-arm fast,LHB,2,1.801,0.000,0.000,1.801
Anand Muralidharan,KK Challengers,Lower-order batter,Right-arm fast,RHB,1,0.000,0.000,1.800,1.800
Syed Hasnat Alamgir,Mannschaft Ginnheimer,,Right-arm fast,RHB,3,1.000,0.000,0.798,1.798
Siva Seelam,DCC Rising Stars,,Right-arm fast,RHB,2,0.100,1.674,0.000,1.774
Vamsi sreevuru,FCC Friends XI,,Right-arm fast,RHB,1,0.000,1.748,0.000,1.748
Akshay Gopalakrishnan,Giessener 11,,Right-arm medium,,1,0.000,1.748,0.000,1.748
Srinivas Akkineni,SPVGG Dragons,Middle-order batter,Right-arm medium,RHB,3,1.006,0.000,0.720,1.726
Azam Khan,Mannschaft Ginnheimer,,Right-arm fast,RHB,1,1.627,0.090,0.000,1.717
Kapil Yadav,TSV Darmstadt XI,,Right-arm fast,RHB,3,1.200,0.000,0.504,1.704
Preetam Potadar,Friedrichsdorf Cricket Club,Lower-order batter,Right-arm medium,RHB,2,1.700,0.000,0.000,1.700
Naimul Haque,Frankfurt Strikers,,,RHB,2,1.700,0.000,0.000,1.700
Rohith KB,Frankfurt Spartans Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,2,0.800,0.000,0.864,1.664
Krupal,TSGN Titans,Wicket-keeper batter,Right-arm medium,RHB,1,1.300,0.000,0.360,1.660
Ashutosh Yadav,TSGN Mavericks,,Right-arm medium,RHB,2,1.002,0.000,0.648,1.650
Md Toufiq Zaman,Frankfurt Strikers,,Right-arm fast,RHB,1,0.100,1.524,0.000,1.624
Sanjay,SGM Guardians,,Right-arm medium,LHB,3,0.415,1.198,0.000,1.613
Selvakumar Ramalingam,FCC Friends XI,,,RHB,1,1.608,0.000,0.000,1.608
Ambarish Vadher,TSGN Royal Lions,,Right-arm Off Break,RHB,2,0.700,0.000,0.900,1.600
Girish Manmode,Trebur Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,3,0.300,0.000,1.296,1.596
Ved sharma Private,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.200,1.370,0.000,1.570
Giriyachar Koppar,SGM Guardians,Wicket-keeper batter,Right-arm medium,RHB,3,0.300,0.000,1.224,1.524
Vivek Singh,TSGN Mavericks,,Right-arm fast,RHB,2,1.000,0.000,0.510,1.510
Madhu Gowda,SGM Guardians,,,RHB,2,0.555,0.000,0.936,1.491
Taimour Yousuf,Mannschaft Ginnheimer,,,RHB,2,0.000,0.000,1.476,1.476
Dontham Sai Kumar reddy,KK Challengers,All-Rounder,Right-arm medium,RHB,2,1.466,0.000,0.000,1.466
Ashok Reddy Yengannagari,KK Challengers,Top-order batter,Right-arm Off Break,RHB,2,1.100,0.000,0.360,1.460
Rohit Malap,Aschaffenburg United,,Right-arm medium,RHB,2,0.931,0.000,0.510,1.441
Amin Mohammad Bodrul,Frankfurt Strikers,All-Rounder,Right-arm medium,LHB,2,0.000,0.000,1.440,1.440
Krishna Shah,MSC Black Bears,,,RHB,1,0.000,0.000,1.440,1.440
Asad Ahmad,FalconsXI,,Right-arm fast,RHB,2,0.200,-0.137,1.368,1.431
Balaji Varadhan,Frankfurt wolves,,Right-arm medium,RHB,1,1.400,0.000,0.000,1.400
Guru Prasad Aroor,TGS Rising Challengers,,,RHB,1,1.400,0.000,0.000,1.400
Suyog Vaidya,SPVGG Dragons,None,Right-arm fast,RHB,1,0.000,1.369,0.000,1.369
Anvay Walavalkar,Darebulls,,Right-arm medium,RHB,2,1.000,0.000,0.360,1.360
VISHNU KUMAR,Giessener 11,,,RHB,1,1.000,0.000,0.360,1.360
Sharath,TSGN Titans,,,RHB,3,0.400,0.000,0.936,1.336
Tharun Ramvasan Vetri Selvan,Royal Strikers FFM,None,None,RHB,1,1.333,0.000,0.000,1.333
Rahul Shivakumar,Sulzbach XI,Middle-order batter,Right-arm fast,RHB,3,1.032,0.000,0.288,1.320
Danial,Hawk Hunters,,Right-arm fast,RHB,2,1.300,-0.049,0.000,1.251
Mohsin Khan,Mannschaft Ginnheimer,,,RHB,1,1.240,0.000,0.000,1.240
Surya  C,MSC Black Bears,All-Rounder,Right-arm medium,RHB,2,0.900,0.000,0.288,1.188
Nikhil Narottam,TGS Rising Challengers,,Right-arm medium,RHB,1,1.233,-0.066,0.000,1.167
Chaitanya Nekkalapudi,TSV Frankfurt Garuda,,,RHB,1,0.800,0.000,0.360,1.160
Tamoor Sahi,FalconsXI,,,RHB,4,0.800,0.000,0.360,1.160
Milind,VFL_Kesselehim,All-Rounder,Right-arm fast,RHB,3,1.200,-0.071,0.000,1.129
Sivakumar,Trebur Cricket Club,None,Right-arm fast,RHB,2,1.100,0.000,0.000,1.100
Arslan Bhatti,TSGN Mavericks,,,RHB,1,1.100,0.000,0.000,1.100
Abhishek Thula,DCC Rising Stars,All-Rounder,Right-arm Off Break,RHB,1,1.100,0.000,0.000,1.100
Nikunj Prajapati,TSGN Royal Warriors,,,RHB,2,0.800,0.000,0.280,1.080
Aditya Tewari,TSGN Royal Lions,,,RHB,2,0.700,0.000,0.360,1.060
SUHAIL SHA,KK Challengers,All-Rounder,Right-arm fast,RHB,1,0.700,0.000,0.360,1.060
Chakradhar Akkaldevi 15,Trebur Cricket Club,Wicket-keeper batter,Right-arm medium,RHB,2,0.100,0.000,0.936,1.036
Suraj,VFL_Kesselehim,Middle-order batter,Right-arm medium,RHB,1,1.000,0.000,0.000,1.000
Sufiyan Gouri,TSV Darmstadt XI,,,RHB,2,0.700,0.000,0.288,0.988
Eyaan Ahmed,Mannschaft Ginnheimer,,,RHB,3,0.302,0.000,0.648,0.950
Imtiaz Khan Junior,SVS Frankfurt Eagles,,Right-arm medium,RHB,3,1.015,-0.106,0.000,0.909
Abdul Rasheeq,AMU Sultans,,,RHB,2,0.600,0.000,0.288,0.888
Tanvir Ahmed,Frankfurt Strikers,,,RHB,1,0.200,0.000,0.648,0.848
Sajith Sadanandan,Giessener 11,,,RHB,1,0.817,0.000,0.000,0.817
Venkatesh Biradar Cricket BlueWings,BlueWings,,,RHB,1,0.800,0.000,0.000,0.800
Ahsan Raza,TSGN Mavericks,,Right-arm fast,RHB,1,0.300,0.134,0.360,0.794
Manish Nassa,TSGN Royal Lions,,Right-arm fast,RHB,1,0.500,0.000,0.288,0.788
Manu,RCB XI,Lower-order batter,None,RHB,2,0.100,0.000,0.648,0.748
Sagar Bisoyi,KK Challengers,All-Rounder,Right-arm fast,RHB,2,0.515,-0.068,0.288,0.735
Sojin Joseph,Frankfurt Spartans Cricket Club,Top-order batter,Right-arm fast,RHB,1,0.730,0.000,0.000,0.730
